Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
3113,YG14LFU,Volkswagen,Diesel,11468,519,Miles,12.75
3114,YG14LGA,Volkswagen,Diesel,20937,414,Miles,13.88
3115,YG14LFX,Volkswagen,Diesel,28530,255,Miles,9.16
3116,YF17CHO,Ford Motor Company,Diesel,17016,5277,Miles,20.4
3117,YF17PRZ,Ford Motor Company,Diesel,13667,7699,Miles,22.09
3118,YF17CJE,Ford Motor Company,Diesel,38490,12940,Miles,19.74
3201,YF67OJV,Iveco,Diesel,18539,12082,Miles,19
3301,YJ10LCG,Iveco,Diesel,107593,7587,Miles,22.87
3302,YJ10OHK,Iveco,Diesel,125412,7084,Miles,21.19
3305,KE53ENK,Mercedes,Diesel,80476,1921,Miles,13.56
3310,YJ09DZG,Iveco,Diesel,114361,10688,Miles,18.33
3311,YG14YBA,Mercedes,Diesel,43533,3373,Miles,16.89
3312,PO14FNC,Renault,Diesel,46564,8180,Miles,18.62
3336,PF69HFK,Iveco,Diesel,817,387,Miles,14.17
3337,PF69HFJ,Iveco,Diesel,1118,440,Miles,11.04
3406,YH19TZA,Iveco,Diesel,3336,3265,Miles,16.08
3407,YH19TZC,Iveco,Diesel,4289,2395,Miles,13.57
3408,YH19TZD,Iveco,Diesel,1973,1893,Kilometres,10.56
3409,YH19TZE,Iveco,Diesel,797,404,Miles,10.12
3419,YJ07ZVB,Iveco,Diesel,138437,2029,Miles,20.54
3431,YJ10KWK,Ford Motor Company,Diesel,11494,7445,Miles,18.22
3432,YC63WSY,Mitsubishi Motors,Diesel,25400,123,Miles,12.02
3439,YD67KFU,Mitsubishi Fuso Truck and Bus Corporation,Diesel,6086,2725,Miles,16.76
3441,YD67JBV,Mitsubishi Fuso Truck and Bus Corporation,Diesel,58157,26241,Miles,26.89
3442,YD67JBX,Mitsubishi Fuso Truck and Bus Corporation,Diesel,25890,11373,Miles,15.13
3443,YD67JBY,Mitsubishi Fuso Truck and Bus Corporation,Diesel,30007,19781,Miles,38.4
3444,YD67JBZ,Mitsubishi Fuso Truck and Bus Corporation,Diesel,22642,8984,Miles,17.67
3445,YD67JCJ,Mitsubishi Fuso Truck and Bus Corporation,Diesel,55132,36168,Miles,37.57
3446,YD67JCO,Mitsubishi Fuso Truck and Bus Corporation,Diesel,37075,14193,Miles,24.53
3447,YD67JCV,Mitsubishi Fuso Truck and Bus Corporation,Diesel,32479,19101,Miles,47.32
3448,YD67JCX,Mitsubishi Fuso Truck and Bus Corporation,Diesel,27522,13696,Miles,16.86
3449,YD67JNJ,Mitsubishi Fuso Truck and Bus Corporation,Diesel,20588,9031,Miles,17.12
3450,YD67KGA,Mitsubishi Fuso Truck and Bus Corporation,Diesel,19711,7910,Miles,14.43
3451,YD67KGE,Mitsubishi Fuso Truck and Bus Corporation,Diesel,25361,11304,Miles,16.89
3452,YD67KGF,Mitsubishi Fuso Truck and Bus Corporation,Diesel,17170,8033,Miles,14.83
3453,YD67KGJ,Mitsubishi Fuso Truck and Bus Corporation,Diesel,27278,12941,Miles,16.53
3454,YD67KGK,Mitsubishi Fuso Truck and Bus Corporation,Diesel,14123,6068,Miles,14.47
3455,YD67KGN,Mitsubishi Fuso Truck and Bus Corporation,Diesel,27431,9055,Miles,16.6
3456,YD67KGO,Mitsubishi Fuso Truck and Bus Corporation,Diesel,24922,10469,Miles,16.45
3457,YD67KGP,Mitsubishi Fuso Truck and Bus Corporation,Diesel,24245,9443,Miles,15.13
3458,YD67KGX,Mitsubishi Fuso Truck and Bus Corporation,Diesel,40001,24389,Kilometres,25.24
3501,PE63VRG,Renault,Diesel,66722,9155,Miles,17.18
3502,PE63VRK,Renault,Diesel,53929,5203,Miles,18.62
3503,PE63VRJ,Renault,Diesel,33892,695,Miles,19.07
3504,YH68EBA,Iveco,CNG,4270,3192,Miles,12.98
3505,YH68DXT,Iveco,CNG,12299,10240,Miles,15.42
3901,YJ66VYU,Mercedes,Diesel,16440,4913,Miles,6.58
3905,PO14FND,Renault,Diesel,59225,3123,Miles,8
4400,YT60VHY,Mercedes,Diesel,123115,5788,Kilometres,1.98
4401D,YF63HWC,Mercedes,Diesel,142118,17821,Kilometres,3.43
4402D,YF63HWB,Mercedes,Diesel,104234,11482,Kilometres,2.87
4403D,YF63HWP,Mercedes,Diesel,117474,13276,Kilometres,2.85
4404D,YF63HWJ,Mercedes,Diesel,100817,11071,Kilometres,2.73
4405D,YF63HWE,Mercedes,Diesel,108305,13009,Kilometres,2.77
4406D,YF63HWG,Mercedes,Diesel,95094,9814,Kilometres,2.43
4407D,YF63HWH,Mercedes,Diesel,109707,13862,Kilometres,2.97
4408D,YF63HWD,Mercedes,Diesel,111377,14094,Kilometres,2.99
4409D,YF63HWR,Mercedes,Diesel,120379,13647,Kilometres,3.01
4411D,YF63HWM,Mercedes,Diesel,106546,12954,Kilometres,2.85
4412D,YF63HWN,Mercedes,Diesel,101460,12516,Kilometres,2.68
4413,YF63HWS,Mercedes,Diesel,107886,15073,Kilometres,3.09
4414,YF63HWO,Mercedes,Diesel,91267,9927,Kilometres,2.46
4415D,YF63HWK,Mercedes,Diesel,113609,13862,Kilometres,3.51
4416D,YF63HWL,Mercedes,Diesel,107778,11364,Kilometres,3.02
4419,YK15GPF,Mercedes,Diesel,99129,18810,Kilometres,3.45
4420,YK15GPJ,Mercedes,Diesel,54460,9335,Kilometres,1.91
4421,YK15GPU,Mercedes,Diesel,50048,9000,Kilometres,1.96
4422,YK15GOX,Mercedes,Diesel,56679,10634,Kilometres,2.11
4423,YK15GOP,Mercedes,Diesel,75238,13660,Kilometres,2.26
4424,YK15GOU,Mercedes,Diesel,61201,12186,Kilometres,1.99
4425,YK15GPE,Mercedes,Diesel,76079,13857,Kilometres,2.4
4426,YK15GPV,Mercedes,Diesel,67378,11726,Kilometres,2.81
4427,YK15GPO,Mercedes,Diesel,50632,9812,Kilometres,2.04
4428,YK15GPX,Mercedes,Diesel,84818,18211,Kilometres,3.26
4429,YK15HNZ,Mercedes,Diesel,77878,15942,Kilometres,3.89
4433,YJ65DJF,Mercedes,Diesel,88841,16614,Kilometres,2.99
4434,YJ65DJD,Mercedes,Diesel,90334,14641,Kilometres,3.22
4435,LX68AOZ,Mercedes,Diesel,9872,8449,Kilometres,1.48
4436,YJ16ZWD,Mercedes,Diesel,38341,16452,Kilometres,3.41
4437,YJ16 ZWB,Mercedes,Diesel,44308,6083,Kilometres,1.23
4438,YJ16 ZWC,Mercedes,Diesel,68780,36361,Kilometres,6.99
4439,YJ16 ZWK,Mercedes,Diesel,77132,39827,Kilometres,8.13
4440,YJ16 ZWL,Mercedes,Diesel,46020,11586,Kilometres,2.68
4441,YJ16 ZWM,Mercedes,Diesel,34107,7166,Kilometres,1.93
4442,YJ16 ZWP,Mercedes,Diesel,74643,16734,Kilometres,3.5
4443,YJ16 ZWR,Mercedes,Diesel,38314,9532,Kilometres,1.88
4444,YJ16 ZWS,Mercedes,Diesel,36241,8570,Kilometres,1.73
4445,YJ16 ZWE,Mercedes,Diesel,57793,7197,Kilometres,2.51
4446,YJ16ZWF,Mercedes,Diesel,64617,15872,Kilometres,2.31
4447,YJ16ZWG,Mercedes,Diesel,94236,23884,Kilometres,3.48
4448,YJ16ZWH,Mercedes,Diesel,65254,15573,Kilometres,2.23
4474D,YK59HYC,Mercedes,Diesel,202233,9446,Kilometres,2.85
4475D,YK59HXX,Mercedes,Diesel,186101,12804,Kilometres,3.15
4476D,YK59HYA,Mercedes,Diesel,186602,12406,Kilometres,3.39
4477D,YK59HXY,Mercedes,Diesel,176960,9744,Kilometres,3.28
4478D,YK59HXZ,Mercedes,Diesel,162646,10518,Kilometres,3.24
4480D,YK59HYF,Mercedes,Diesel,171463,11998,Kilometres,3.08
4481D,YE11YHB,Mercedes,Diesel,153284,11421,Kilometres,2.82
4495,YJ13MTX,Mercedes,CNG,85852,9604,Miles,4.68
4498,YF62EAY,Mercedes,CNG,76293,5086,Miles,5.05
4597,YF62EAX,Mercedes,CNG,93305,8338,Miles,4.19
4598,YJ13MTV,Mercedes,CNG,89560,9729,Miles,5.17
4610,PO13AYP,Renault,Diesel,169587,1759,Kilometres,4.72
4616,YE16YPR,Mercedes,Diesel,95112,16494,Kilometres,4.61
5020,PN07VWA,Renault,Diesel,143536,1018,Miles,9.3
5021,PO58OWD,Renault,Diesel,142105,784,Miles,8.9
5022,PO58OWA,Renault,Diesel,141670,1703,Miles,10.3
5023,PO58OWB,Renault,Diesel,125444,1448,Miles,10.54
5024,PO58OWC,Renault,Diesel,133396,2489,Miles,12.34
5025,PN09TVV,Renault,Diesel,134476,1156,Miles,9.74
5045,YC66JKJ,Mercedes,Diesel,42124,9435,Miles,11.5
5046,YC66JKF,Mercedes,Diesel,45793,10869,Miles,11.32
5047,YC66WSN,Mercedes,Diesel,42618,9712,Miles,10.95
5048,YC66WSL,Mercedes,Diesel,41331,10652,Miles,10.82
5049,YE66JTV,Mercedes,Diesel,29425,6651,Miles,5.96
78004,YK53CDF,Iveco,Diesel,34405,1130,Miles,23.64
78016,YS54OHG,Ford Motor Company,Diesel,28619,606,Miles,15.3
78043,GN56NHB,Iveco,Diesel,22329,723,Miles,19.1
78058,YK60WKV,Mercedes,Diesel,220524,20511,Miles,20.45
78080,YO54AXP,Ford Motor Company,Diesel,69115,1639,Miles,24.43
78084,YJ56UVD,Iveco,Diesel,26628,1770,Miles,17.23
78092,HJ12URD,Ford Motor Company,Diesel,152419,6182,Miles,20.14
784464,YE58SYU,Mercedes,Diesel,205257,11620,Kilometres,3.35
784499,YR09CXN,Mercedes,CNG,137023,6579,Kilometres,2.48
784500,YK53FLP,Iveco,Diesel,161253,1529,Kilometres,6.04
86902,EU66CWJ,Volvo,Gasoil,2117,788,Miles,0.85
86903,EU66CWK,Volvo,Gasoil,1403,326,Miles,0.65
880101,YA10HUV,Ford Motor Company,Diesel,48409,4495,Miles,41.62
880102,YH60OYD,Ford Motor Company,Diesel,69100,3790,Miles,44.02
880103,YH60OUY,Ford Motor Company,Diesel,77629,8359,Miles,51.62
880104,YH60OYB,Ford Motor Company,Diesel,43030,3706,Miles,43.66
880105,YA10HVO,Ford Motor Company,Diesel,56990,2298,Miles,40.61
880739,YE59YVZ,Ford Motor Company,Diesel,60377,6457,Miles,53.46
880741,YF59YLS,Ford Motor Company,Diesel,42743,5467,Miles,49.03
880749,YD56VMA,Ford Motor Company,Diesel,63675,1358,Miles,32.76
880752,YG56KLV,Ford Motor Company,Diesel,63176,682,Miles,30.39
880755,YG56VUT,Ford Motor Company,Diesel,50312,839,Miles,34.11
880928,YG06COU,Ford Motor Company,Diesel,70504,964,Miles,26.54
880945,YA07ZVX,Ford Motor Company,Diesel,67562,7705,Miles,41.99
880953,YC07ORX,Ford Motor Company,Diesel,113448,11049,Miles,31.57
880980,YF07GFU,Ford Motor Company,Diesel,105330,3429,Miles,29.15
880993,YF57PJU,Ford Motor Company,Diesel,76033,1273,Miles,32.84
881106,YK58UDO,Ford Motor Company,Diesel,91350,4998,Miles,27.56
881108,YK58UDD,Ford Motor Company,Diesel,86223,6762,Miles,31.46
881111,YK09KDN,Ford Motor Company,Diesel,81221,3758,Miles,37.04
881114,YH60OXC,Ford Motor Company,Diesel,98830,1948,Miles,29.03
881951,YA07XMB,Ford Motor Company,Diesel,67305,919,Miles,13.69
